pitcher_trackman_id,total_pitches,total_games,first_date,last_date,active_seasons,pitches_2019,pitches_2020,pitches_2021,pitches_2022,pitches_2023,pitches_2024,games_2019,games_2020,games_2021,games_2022,games_2023,games_2024
67646,1598,55,2019-04-17,2022-09-25,4,464,347,559,228,0,0,5,10,29,11,0,0
67703,4354,253,2019-03-23,2024-09-29,5,902,963,0,196,1193,1100,56,60,0,13,59,65
67711,1323,71,2020-05-06,2022-10-04,3,0,467,471,385,0,0,0,20,31,20,0,0
67737,1692,88,2019-07-30,2021-07-07,3,374,950,368,0,0,0,8,57,23,0,0,0
67762,912,23,2019-04-12,2019-09-24,1,912,0,0,0,0,0,23,0,0,0,0,0
67768,1870,58,2020-08-21,2023-09-06,4,0,213,783,289,585,0,0,12,17,9,20,0
67828,3102,177,2019-03-24,2024-08-28,5,777,582,899,32,0,812,50,29,46,1,0,51
67863,1548,37,2019-03-31,2023-04-16,5,389,454,116,417,172,0,7,19,3,5,3,0
67944,103,5,2019-09-26,2020-06-20,2,14,89,0,0,0,0,1,4,0,0,0,0
67954,2927,89,2020-05-06,2024-09-25,5,0,691,901,901,314,120,0,11,12,38,20,8
67956,2782,140,2019-03-30,2024-10-05,6,217,72,588,616,639,650,3,4,24,33,34,42
67962,1916,94,2019-03-30,2024-10-02,4,498,404,502,0,0,512,22,21,21,0,0,30
67989,184,9,2019-04-13,2020-09-30,2,112,72,0,0,0,0,5,4,0,0,0,0
68036,1738,80,2019-03-23,2024-07-30,4,41,0,0,592,597,508,3,0,0,24,28,25
68043,6020,183,2019-03-27,2024-10-08,6,2140,839,219,342,1215,1265,25,27,13,18,30,70
68050,14,1,2019-09-29,2019-09-29,1,14,0,0,0,0,0,1,0,0,0,0,0
68067,2033,99,2019-05-25,2024-10-04,5,22,0,52,365,922,672,2,0,3,19,41,34
68068,1039,57,2019-05-12,2024-08-14,5,16,0,168,664,41,150,1,0,9,37,2,8
68092,2455,144,2021-06-26,2024-09-30,4,0,0,299,476,629,1051,0,0,13,30,34,67
68093,1140,41,2019-03-31,2024-07-27,4,149,0,0,743,191,57,7,0,0,21,10,3
68096,461,22,2023-05-23,2024-09-06,2,0,0,0,0,206,255,0,0,0,0,8,14
68097,1699,76,2019-05-12,2024-10-01,5,93,0,24,726,469,387,2,0,1,21,29,23
68107,447,20,2019-06-30,2023-09-23,3,34,0,0,216,197,0,2,0,0,9,9,0
68109,1697,77,2019-03-29,2024-10-05,4,378,0,0,198,434,687,15,0,0,5,24,33
68114,12,1,2019-04-13,2019-04-13,1,12,0,0,0,0,0,1,0,0,0,0,0
68130,3940,78,2019-03-30,2024-10-04,4,348,0,0,1462,944,1186,12,0,0,20,16,30
68135,4747,52,2019-03-29,2020-11-05,2,2567,2180,0,0,0,0,28,24,0,0,0,0
68157,335,10,2019-03-29,2022-10-05,2,264,0,0,71,0,0,6,0,0,4,0,0
68159,2419,93,2019-07-03,2024-10-05,4,7,0,0,558,418,1436,1,0,0,34,27,31
68200,6226,138,2019-03-31,2024-09-21,6,958,1478,1233,595,866,1096,13,37,38,10,16,24
68201,264,16,2019-04-16,2021-06-25,3,98,35,131,0,0,0,6,2,8,0,0,0
68207,760,30,2019-04-21,2024-06-07,4,248,238,0,0,79,195,14,5,0,0,5,6
68209,198,13,2020-05-22,2020-10-22,1,0,198,0,0,0,0,0,13,0,0,0,0
68220,9338,103,2021-04-11,2024-10-02,4,0,0,2428,2268,2027,2615,0,0,29,24,22,28
68240,1973,21,2019-03-26,2019-10-25,1,1973,0,0,0,0,0,21,0,0,0,0,0
68242,3934,167,2019-04-03,2024-09-28,4,560,0,0,1291,1127,956,8,0,0,57,58,44
68249,4395,94,2019-03-31,2024-09-03,6,451,70,511,1530,1183,650,15,2,6,34,24,13
68260,2365,79,2021-06-13,2024-10-05,3,0,0,806,0,562,997,0,0,13,0,27,39
68269,2552,129,2019-03-29,2024-10-02,5,688,96,0,504,627,637,30,2,0,23,35,39
68301,43,2,2019-09-29,2020-05-13,2,17,26,0,0,0,0,1,1,0,0,0,0
68341,9304,141,2019-03-28,2023-08-31,5,1471,577,1777,3236,2243,0,23,42,20,33,23,0
68362,22,1,2021-04-17,2021-04-17,1,0,0,22,0,0,0,0,0,1,0,0,0
68391,265,10,2019-05-24,2020-05-31,2,163,102,0,0,0,0,8,2,0,0,0,0
68397,70,3,2019-03-27,2019-06-14,1,70,0,0,0,0,0,3,0,0,0,0,0
68403,3762,163,2019-03-30,2024-10-17,5,598,986,566,717,0,895,18,60,28,40,0,17
68406,2411,41,2019-03-31,2023-09-15,3,1096,598,0,0,717,0,16,6,0,0,19,0
68409,656,24,2019-03-30,2023-09-08,3,297,75,0,0,284,0,12,4,0,0,8,0
68413,927,38,2019-03-30,2020-06-23,2,643,284,0,0,0,0,26,12,0,0,0,0
68415,2510,55,2020-05-31,2023-07-23,4,0,627,236,728,919,0,0,14,8,11,22,0
68419,7950,113,2019-03-28,2024-10-05,6,1779,2431,2218,201,1007,314,27,26,30,3,13,14
68453,1186,48,2019-04-27,2023-09-10,3,552,208,0,0,426,0,19,10,0,0,19,0
68454,1765,75,2019-03-30,2024-09-14,4,266,0,0,570,407,522,13,0,0,23,17,22
68501,4704,100,2019-03-29,2024-10-02,6,652,381,345,1119,1381,826,12,5,6,20,18,39
68529,2438,43,2019-03-27,2022-05-11,4,345,813,993,287,0,0,8,11,19,5,0,0
68556,3041,99,2019-03-23,2023-10-02,5,966,221,358,382,1114,0,34,5,20,17,23,0
68585,3315,191,2021-04-08,2024-10-04,4,0,0,948,874,903,590,0,0,48,53,54,36
68589,1587,51,2021-06-04,2023-09-09,3,0,0,444,670,473,0,0,0,17,19,15,0
68592,391,18,2019-03-27,2020-09-24,2,271,120,0,0,0,0,11,7,0,0,0,0
68616,267,14,2019-04-04,2020-07-01,2,194,73,0,0,0,0,9,5,0,0,0,0
68617,263,9,2019-04-02,2021-06-24,3,239,12,12,0,0,0,7,1,1,0,0,0
68619,1859,75,2021-05-04,2024-08-02,4,0,0,830,374,352,303,0,0,17,19,23,16
68639,2052,136,2019-03-31,2023-10-12,3,530,0,0,708,814,0,33,0,0,51,52,0
68659,1975,39,2019-04-18,2024-04-07,5,394,0,711,298,526,46,5,0,10,7,16,1
68701,1543,42,2019-04-11,2023-08-08,4,46,1192,248,0,57,0,3,28,7,0,4,0
68703,2880,64,2019-04-03,2024-09-27,5,1310,1391,90,0,69,20,36,23,2,0,2,1
68705,16,1,2019-05-26,2019-05-26,1,16,0,0,0,0,0,1,0,0,0,0,0
68797,2062,89,2019-04-16,2024-08-25,6,106,247,831,532,238,108,6,10,27,30,12,4
68801,2127,48,2021-08-11,2024-05-30,4,0,0,209,741,850,327,0,0,6,16,16,10
68804,232,4,2019-05-21,2022-09-18,2,219,0,0,13,0,0,3,0,0,1,0,0
68815,2497,27,2019-03-24,2019-10-15,1,2497,0,0,0,0,0,27,0,0,0,0,0
68830,1819,95,2019-03-30,2024-10-03,5,102,0,161,536,640,380,5,0,7,27,34,22
68848,1001,30,2019-07-26,2023-06-25,5,13,126,265,99,498,0,1,2,11,6,10,0
68856,5495,181,2019-04-16,2024-07-04,6,303,674,1693,930,1054,841,4,8,39,42,55,33
68896,3531,142,2020-09-23,2024-10-02,5,0,159,976,675,605,1116,0,5,30,44,39,24
68900,6472,270,2019-03-27,2024-08-02,6,1177,1451,1207,938,995,704,30,24,40,68,66,42
68902,10515,151,2019-04-13,2024-08-31,6,810,744,2460,2100,2440,1961,18,19,30,28,32,24
68905,941,38,2019-04-17,2021-10-01,3,126,198,617,0,0,0,8,10,20,0,0,0
68908,555,26,2019-03-30,2023-07-22,4,190,0,146,46,173,0,7,0,8,3,8,0
68910,1138,51,2019-07-26,2021-09-11,3,92,676,370,0,0,0,5,30,16,0,0,0
68928,4971,163,2019-04-02,2024-10-01,5,664,0,282,1301,967,1757,10,0,4,55,58,36
69035,615,14,2019-03-26,2024-09-11,5,194,196,0,12,160,53,4,3,0,1,4,2
69041,4033,215,2019-03-24,2024-10-11,6,866,554,275,215,1194,929,32,37,14,11,70,51
69047,1128,49,2019-03-26,2024-10-02,3,142,0,0,0,361,625,6,0,0,0,25,18
69054,2678,132,2019-04-17,2024-10-06,5,146,500,321,0,831,880,7,19,17,0,44,45
69068,2345,67,2019-03-27,2024-06-18,4,138,288,0,0,1200,719,9,12,0,0,32,14
69096,70,3,2020-06-13,2020-10-01,1,0,70,0,0,0,0,0,3,0,0,0,0
69098,1818,53,2019-05-11,2023-09-19,4,216,452,603,0,547,0,4,18,20,0,11,0
69104,1746,65,2020-05-07,2024-08-14,4,0,586,704,256,0,200,0,19,29,10,0,7
69108,3567,90,2019-08-16,2024-10-13,4,133,0,0,1185,1304,945,4,0,0,18,24,44
69111,1212,77,2019-03-28,2022-10-06,4,333,199,312,368,0,0,19,12,20,26,0,0
69113,3623,86,2019-03-29,2024-10-05,6,102,587,1474,695,396,369,5,12,28,13,7,21
69134,4252,213,2020-06-06,2024-04-13,5,0,673,1186,927,1428,38,0,39,69,62,41,2
69158,1207,61,2019-03-27,2022-10-04,4,564,86,158,399,0,0,23,6,7,25,0,0
69159,5504,349,2019-03-26,2024-10-15,6,964,1087,1019,958,944,532,55,62,70,66,60,36
69168,4714,84,2019-03-29,2024-09-04,6,422,1075,1360,551,574,732,8,13,28,7,12,16
69204,2105,73,2019-05-03,2024-10-05,4,353,0,0,805,158,789,7,0,0,17,8,41
69205,2759,100,2019-05-18,2024-10-02,4,24,496,1109,0,0,1130,1,27,28,0,0,44
69206,1013,36,2019-06-05,2024-05-18,5,50,416,377,0,100,70,4,18,9,0,2,3
69208,815,33,2019-05-03,2020-10-22,2,309,506,0,0,0,0,17,16,0,0,0,0
69211,1203,29,2019-05-16,2024-07-12,5,9,517,0,310,102,265,1,12,0,7,5,4
69213,2332,116,2019-09-26,2024-09-25,6,22,132,486,882,528,282,1,7,20,44,31,13
69328,2438,73,2019-03-24,2024-07-27,6,185,320,741,629,83,480,10,11,20,19,6,7
69360,2931,72,2019-05-03,2024-10-03,5,434,1059,453,0,126,859,6,23,9,0,7,27
69367,2895,63,2019-03-27,2024-10-02,6,201,249,588,70,221,1566,4,6,10,3,14,26
69391,403,17,2019-05-03,2021-09-09,3,124,190,89,0,0,0,5,8,4,0,0,0
69399,2751,93,2019-03-26,2024-10-02,6,195,633,504,757,370,292,8,16,17,24,12,16
69404,866,40,2019-08-05,2023-05-14,4,109,362,231,0,164,0,5,17,10,0,8,0
69408,681,22,2019-05-09,2020-09-24,2,590,91,0,0,0,0,16,6,0,0,0,0
69413,1871,19,2019-03-23,2019-08-01,1,1871,0,0,0,0,0,19,0,0,0,0,0
69420,263,10,2019-05-22,2019-09-11,1,263,0,0,0,0,0,10,0,0,0,0,0
69430,485,17,2019-03-30,2022-09-24,2,22,0,0,463,0,0,1,0,0,16,0,0
69435,1396,17,2019-03-26,2019-07-17,1,1396,0,0,0,0,0,17,0,0,0,0,0
69446,13689,151,2019-03-26,2024-10-15,6,1952,2270,2380,2274,2104,2709,27,26,25,23,22,28
69501,12,1,2019-05-08,2019-05-08,1,12,0,0,0,0,0,1,0,0,0,0,0
69507,783,40,2020-05-08,2023-08-23,3,0,362,238,0,183,0,0,19,10,0,11,0
69516,3006,66,2019-03-26,2024-09-29,6,485,539,504,197,576,705,20,11,10,7,7,11
69539,6084,132,2019-03-27,2022-10-08,4,1764,1769,1284,1267,0,0,35,30,31,36,0,0
69550,1060,11,2019-03-26,2019-05-25,1,1060,0,0,0,0,0,11,0,0,0,0,0
69585,149,3,2019-03-26,2019-05-04,1,149,0,0,0,0,0,3,0,0,0,0,0
69592,286,13,2020-05-17,2021-10-01,2,0,132,154,0,0,0,0,6,7,0,0,0
69594,3084,100,2019-03-30,2024-09-17,5,330,0,468,533,764,989,8,0,13,12,24,43
69620,3337,65,2019-04-03,2024-09-28,6,669,568,495,678,503,424,8,10,6,9,17,15
69623,213,9,2020-05-12,2024-07-04,3,0,62,0,0,82,69,0,2,0,0,4,3
69629,123,4,2019-05-17,2019-07-07,1,123,0,0,0,0,0,4,0,0,0,0,0
69630,116,8,2022-04-29,2023-09-24,2,0,0,0,54,62,0,0,0,0,4,4,0
69643,478,10,2021-04-09,2024-09-06,3,0,0,261,0,143,74,0,0,4,0,4,2
69645,2799,118,2019-04-03,2024-09-27,6,274,158,234,269,581,1283,13,11,12,13,32,37
69646,986,31,2019-04-03,2021-08-12,3,535,293,158,0,0,0,13,10,8,0,0,0
69656,1506,15,2019-04-02,2019-09-13,1,1506,0,0,0,0,0,15,0,0,0,0,0
69703,1805,65,2020-05-06,2024-06-01,5,0,891,733,72,18,91,0,13,42,5,1,4
69709,35,1,2019-04-13,2019-04-13,1,35,0,0,0,0,0,1,0,0,0,0,0
69737,21,1,2020-06-05,2020-06-05,1,0,21,0,0,0,0,0,1,0,0,0,0
69745,4361,82,2019-04-11,2024-09-17,5,1042,1704,597,422,0,596,17,23,15,8,0,19
69762,3348,69,2019-03-30,2023-10-07,5,1025,174,352,1224,573,0,20,4,4,19,22,0
69767,2146,46,2022-05-11,2024-08-11,3,0,0,0,666,863,617,0,0,0,20,12,14
69801,1819,39,2019-09-11,2024-09-19,4,26,167,0,0,774,852,1,3,0,0,17,18
69803,648,26,2023-05-12,2024-09-26,2,0,0,0,0,438,210,0,0,0,0,18,8
69813,1916,111,2019-03-23,2021-10-07,3,1034,281,601,0,0,0,60,17,34,0,0,0
69839,3083,97,2019-05-08,2024-09-28,6,368,1080,46,261,643,685,16,14,4,13,26,24
69860,96,5,2020-06-13,2020-10-15,1,0,96,0,0,0,0,0,5,0,0,0,0
69893,1295,59,2019-09-11,2024-10-03,5,8,33,0,86,190,978,1,2,0,6,10,40
69934,1248,13,2019-03-23,2019-06-18,1,1248,0,0,0,0,0,13,0,0,0,0,0
69940,11300,118,2019-03-24,2022-10-06,4,2621,3125,2673,2881,0,0,29,32,27,30,0,0
69962,9250,187,2019-03-31,2024-09-29,6,623,1547,2203,2045,1897,935,16,36,24,26,38,47
69969,2664,81,2019-04-03,2024-09-27,5,302,0,168,555,1058,581,9,0,12,21,17,22
69974,2928,117,2019-03-31,2024-05-19,6,546,685,773,202,296,426,25,20,33,14,15,10
69984,322,11,2019-04-20,2023-09-15,3,161,0,0,18,143,0,4,0,0,1,6,0
69991,1533,81,2022-04-05,2024-09-18,3,0,0,0,558,673,302,0,0,0,29,37,15
69994,948,20,2019-05-16,2024-10-02,4,23,679,53,0,0,193,1,9,2,0,0,8
69996,1149,64,2019-05-04,2024-06-02,6,221,27,140,398,341,22,10,1,9,24,19,1
70425,660,36,2019-03-30,2019-10-26,1,660,0,0,0,0,0,36,0,0,0,0,0
71118,256,17,2019-05-17,2019-09-29,1,256,0,0,0,0,0,17,0,0,0,0,0
71837,20,1,2021-06-22,2021-06-22,1,0,0,20,0,0,0,0,0,1,0,0,0
71845,235,13,2019-03-29,2019-09-03,1,235,0,0,0,0,0,13,0,0,0,0,0
72447,939,83,2019-03-30,2020-08-18,2,689,250,0,0,0,0,63,20,0,0,0,0
72523,4852,289,2019-03-23,2024-09-26,6,986,540,506,762,1221,837,66,34,28,46,72,43
72862,222,9,2019-03-28,2019-06-12,1,222,0,0,0,0,0,9,0,0,0,0,0
73117,4432,301,2019-03-24,2024-10-08,6,898,730,769,683,650,702,50,49,57,51,47,47
73211,7147,224,2020-05-08,2024-10-01,5,0,2130,1204,1210,1358,1245,0,25,16,38,73,72
73248,928,55,2019-03-23,2019-10-26,1,928,0,0,0,0,0,55,0,0,0,0,0
73738,2363,144,2019-03-30,2022-05-13,4,859,789,642,73,0,0,57,41,40,6,0,0
73750,587,24,2019-05-28,2020-10-11,2,325,262,0,0,0,0,13,11,0,0,0,0
73801,3536,221,2019-03-23,2024-10-17,6,808,930,553,692,260,293,58,57,34,38,16,18
74167,608,18,2019-03-27,2019-09-27,1,608,0,0,0,0,0,18,0,0,0,0,0
74359,1521,112,2019-03-27,2021-09-25,3,864,264,393,0,0,0,61,24,27,0,0,0
74454,2953,37,2019-03-31,2020-08-21,2,2203,750,0,0,0,0,26,11,0,0,0,0
74513,3757,134,2019-03-29,2023-10-17,5,379,678,842,759,1099,0,11,13,48,44,18,0
74543,289,19,2019-03-24,2019-08-02,1,289,0,0,0,0,0,19,0,0,0,0,0
74630,468,31,2019-03-26,2019-09-20,1,468,0,0,0,0,0,31,0,0,0,0,0
74731,262,14,2019-04-13,2020-06-10,2,240,22,0,0,0,0,12,2,0,0,0,0
74748,244,12,2019-03-29,2019-07-12,1,244,0,0,0,0,0,12,0,0,0,0,0
74838,71,5,2020-09-22,2020-10-30,1,0,71,0,0,0,0,0,5,0,0,0,0
74857,3555,217,2019-03-31,2024-09-29,6,844,879,763,361,704,4,50,48,47,24,47,1
75138,1133,68,2019-04-06,2021-10-06,3,384,394,355,0,0,0,22,25,21,0,0,0
75250,331,23,2019-03-26,2019-07-26,1,331,0,0,0,0,0,23,0,0,0,0,0
75258,1243,20,2019-03-24,2020-07-10,2,1013,230,0,0,0,0,14,6,0,0,0,0
75321,837,50,2019-03-24,2019-10-01,1,837,0,0,0,0,0,50,0,0,0,0,0
75340,3048,169,2019-03-26,2022-09-14,4,994,862,492,700,0,0,60,50,28,31,0,0
75342,1566,98,2019-03-23,2021-10-06,3,379,759,428,0,0,0,23,50,25,0,0,0
75421,4494,263,2020-06-09,2024-10-04,5,0,790,945,826,916,1017,0,45,62,47,51,58
75867,5870,380,2019-03-23,2024-10-15,6,751,975,950,947,1071,1176,43,65,54,68,77,73
76118,3990,263,2019-03-26,2024-09-30,6,905,924,867,901,314,79,55,62,58,64,19,5
76225,3528,120,2019-03-29,2024-09-25,5,943,756,741,0,656,432,35,40,23,0,11,11
76329,1793,167,2019-03-23,2022-07-24,4,137,728,596,332,0,0,14,62,56,35,0,0
76350,1109,57,2019-04-03,2021-04-29,3,160,831,118,0,0,0,9,43,5,0,0,0
76355,1417,35,2019-03-26,2020-09-20,2,596,821,0,0,0,0,19,16,0,0,0,0
76430,5308,327,2019-03-23,2024-09-27,6,1023,880,1108,399,810,1088,69,58,52,19,61,68
76455,4233,51,2019-03-28,2023-06-10,5,2673,1063,452,32,13,0,29,12,7,2,1,0
76540,229,13,2019-03-26,2020-05-24,2,216,13,0,0,0,0,12,1,0,0,0,0
76650,4363,370,2019-03-26,2024-09-29,6,710,947,819,691,557,639,71,74,55,64,41,65
76757,2319,125,2019-03-31,2021-10-06,3,735,1004,580,0,0,0,34,62,29,0,0,0
76858,1180,78,2019-03-29,2020-10-22,2,572,608,0,0,0,0,39,39,0,0,0,0
77211,6302,248,2019-03-24,2024-09-26,6,2322,379,640,912,1028,1021,28,4,40,57,64,55
77263,3707,220,2019-06-25,2024-10-03,6,10,739,950,471,722,815,1,39,56,28,42,54
77318,8406,217,2019-03-27,2024-08-18,6,2141,2353,1380,1054,813,665,27,26,20,58,51,35
77446,10720,124,2019-03-24,2024-09-19,6,2076,1078,2488,2116,1564,1398,23,12,28,25,18,18
77563,276,21,2019-08-13,2020-08-06,2,12,264,0,0,0,0,1,20,0,0,0,0
77591,1066,39,2019-03-28,2020-09-08,2,674,392,0,0,0,0,19,20,0,0,0,0
77637,6463,69,2019-03-29,2024-08-15,5,1154,1515,0,1621,1141,1032,13,16,0,17,12,11
77829,10724,118,2019-03-23,2024-10-01,4,2910,0,0,2443,2684,2687,31,0,0,27,29,31
77927,4150,193,2019-03-23,2024-07-04,6,1102,709,865,537,855,82,56,34,48,22,28,5
78148,7499,114,2019-03-26,2024-09-12,6,210,1723,1865,1559,1074,1068,15,19,24,23,16,17
78247,1759,98,2019-03-29,2022-06-04,4,328,688,514,229,0,0,19,30,34,15,0,0
78352,4399,272,2019-06-09,2024-10-17,6,345,783,800,681,791,999,24,50,49,44,48,57
78366,384,31,2019-03-30,2019-09-24,1,384,0,0,0,0,0,31,0,0,0,0,0
78517,3557,192,2019-03-27,2024-09-17,6,224,798,568,801,635,531,12,45,29,42,30,34
78536,2134,122,2019-03-26,2022-10-06,4,314,750,653,417,0,0,14,44,38,26,0,0
78819,408,28,2019-04-06,2020-10-24,2,111,297,0,0,0,0,7,21,0,0,0,0
79130,682,40,2019-03-24,2021-07-07,3,366,139,177,0,0,0,23,9,8,0,0,0
79140,4239,254,2019-03-30,2024-09-27,6,747,783,460,796,772,681,29,52,30,48,51,44
79191,22,2,2019-05-24,2019-05-26,1,22,0,0,0,0,0,2,0,0,0,0,0
79229,5645,68,2019-03-27,2021-10-10,3,2414,2019,1212,0,0,0,27,24,17,0,0,0
79293,1444,107,2019-03-26,2021-10-14,3,299,555,590,0,0,0,23,46,38,0,0,0
79358,2638,171,2019-03-26,2022-10-03,4,933,811,498,396,0,0,65,49,27,30,0,0
79440,1971,50,2019-03-29,2021-09-30,3,848,373,750,0,0,0,18,9,23,0,0,0
79535,719,11,2019-04-02,2019-08-02,1,719,0,0,0,0,0,11,0,0,0,0,0
79545,2821,172,2019-03-23,2022-10-05,4,947,701,690,483,0,0,54,46,47,25,0,0
79617,775,21,2019-05-07,2020-10-23,2,306,469,0,0,0,0,5,16,0,0,0,0
79764,8087,169,2019-03-24,2024-09-29,6,1782,917,849,2020,1406,1113,24,27,23,29,28,38
79825,1164,64,2019-03-27,2020-10-23,2,625,539,0,0,0,0,34,30,0,0,0,0
79847,4082,223,2019-03-23,2023-09-23,5,1098,1141,1003,342,498,0,69,36,63,27,28,0
99445,920,58,2019-03-24,2020-10-30,2,596,324,0,0,0,0,40,18,0,0,0,0
448660,10,1,2020-05-13,2020-05-13,1,0,10,0,0,0,0,0,1,0,0,0,0
458676,2887,29,2019-03-23,2019-10-22,1,2887,0,0,0,0,0,29,0,0,0,0,0
458913,25,1,2020-05-13,2020-05-13,1,0,25,0,0,0,0,0,1,0,0,0,0
464400,1426,16,2019-06-09,2019-10-17,1,1426,0,0,0,0,0,16,0,0,0,0,0
467100,958,11,2022-04-05,2022-06-15,1,0,0,0,958,0,0,0,0,0,11,0,0
476594,2553,26,2022-04-08,2022-10-06,1,0,0,0,2553,0,0,0,0,0,26,0,0
477587,15,1,2020-05-13,2020-05-13,1,0,15,0,0,0,0,0,1,0,0,0,0
493193,4,1,2022-10-08,2022-10-08,1,0,0,0,4,0,0,0,0,0,1,0,0
502010,5312,60,2019-03-23,2021-07-07,3,2691,1766,855,0,0,0,31,20,9,0,0,0
518445,3995,43,2019-03-24,2020-09-13,2,2584,1411,0,0,0,0,26,17,0,0,0,0
518852,12316,136,2019-03-24,2024-09-26,6,2587,2351,2655,3062,1014,647,29,26,29,34,11,7
521655,5080,52,2021-04-07,2022-11-08,2,0,0,2555,2525,0,0,0,0,26,26,0,0
532936,647,7,2023-07-09,2023-10-04,1,0,0,0,0,647,0,0,0,0,0,7,0
534648,2603,108,2019-03-26,2021-10-23,3,1336,660,607,0,0,0,42,29,37,0,0,0
543001,2921,31,2021-04-06,2022-05-25,2,0,0,2691,230,0,0,0,0,28,3,0,0
543184,992,11,2019-07-12,2019-10-03,1,992,0,0,0,0,0,11,0,0,0,0,0
543193,1903,19,2020-05-08,2020-10-30,1,0,1903,0,0,0,0,0,19,0,0,0,0
543208,1391,17,2021-06-27,2021-10-28,1,0,0,1391,0,0,0,0,0,17,0,0,0
543391,15671,167,2019-03-30,2024-07-14,6,2888,2679,2870,2601,2925,1708,30,29,30,28,32,18
543557,1006,13,2021-07-04,2021-11-09,1,0,0,1006,0,0,0,0,0,13,0,0,0
543594,1027,11,2022-04-15,2022-10-13,1,0,0,0,1027,0,0,0,0,0,11,0,0
544150,4210,43,2022-04-03,2023-08-06,2,0,0,0,2545,1665,0,0,0,0,26,17,0
545363,1642,17,2019-03-30,2019-09-19,1,1642,0,0,0,0,0,17,0,0,0,0,0
547943,2394,26,2024-03-23,2024-09-19,1,0,0,0,0,0,2394,0,0,0,0,0,26
548384,2531,26,2019-03-23,2019-09-26,1,2531,0,0,0,0,0,26,0,0,0,0,0
554428,35,1,2020-05-13,2020-05-13,1,0,35,0,0,0,0,0,1,0,0,0,0
570240,4652,52,2022-07-03,2024-05-15,3,0,0,0,1134,2816,702,0,0,0,12,31,9
571035,12194,132,2019-03-23,2024-10-09,6,2782,2441,2233,167,1721,2850,29,27,24,2,19,31
571527,10962,110,2020-05-07,2023-10-14,4,0,2601,3039,2453,2869,0,0,25,31,25,29,0
571616,743,8,2022-08-26,2022-10-07,1,0,0,0,743,0,0,0,0,0,8,0,0
572143,60,1,2023-04-01,2023-04-01,1,0,0,0,0,60,0,0,0,0,0,1,0
573185,8040,83,2020-05-05,2023-07-09,4,0,2950,2870,836,1384,0,0,29,30,9,15,0
573348,2176,46,2019-04-04,2021-09-24,3,1064,294,818,0,0,0,26,5,15,0,0,0
575070,2634,36,2021-04-06,2021-10-28,1,0,0,2634,0,0,0,0,0,36,0,0,0
586512,43,1,2021-08-25,2021-08-25,1,0,0,43,0,0,0,0,0,1,0,0,0
592468,2740,29,2020-05-05,2022-04-16,3,0,191,2263,286,0,0,0,2,24,3,0,0
592499,215,4,2021-04-04,2021-05-29,1,0,0,215,0,0,0,0,0,4,0,0,0
592644,4252,46,2022-04-08,2023-08-26,2,0,0,0,2386,1866,0,0,0,0,26,20,0
592716,2158,25,2020-05-28,2020-10-30,1,0,2158,0,0,0,0,0,25,0,0,0,0
593417,9350,97,2019-03-30,2024-07-03,4,2372,3424,0,0,2589,965,25,34,0,0,27,11
594902,3248,35,2019-08-13,2021-05-05,3,827,1808,613,0,0,0,9,20,6,0,0,0
595001,180,2,2021-04-07,2021-04-13,1,0,0,180,0,0,0,0,0,2,0,0,0
596043,844,9,2021-04-06,2021-10-27,1,0,0,844,0,0,0,0,0,9,0,0,0
596049,1056,12,2022-07-27,2022-11-05,1,0,0,0,1056,0,0,0,0,0,12,0,0
599683,5478,55,2019-03-23,2020-10-23,2,2942,2536,0,0,0,0,29,26,0,0,0,0
605138,6999,81,2022-06-03,2024-10-11,3,0,0,0,1584,2792,2623,0,0,0,19,31,31
605156,1525,16,2020-05-12,2021-06-01,2,0,1141,384,0,0,0,0,12,4,0,0,0
605498,1882,24,2021-04-06,2021-11-07,1,0,0,1882,0,0,0,0,0,24,0,0,0
605541,2566,28,2020-05-06,2020-11-24,1,0,2566,0,0,0,0,0,28,0,0,0,0
606162,970,11,2022-06-21,2022-09-11,1,0,0,0,970,0,0,0,0,0,11,0,0
606273,4061,45,2023-05-18,2024-10-01,2,0,0,0,0,2164,1897,0,0,0,0,23,22
606996,2276,24,2024-03-23,2024-09-25,1,0,0,0,0,0,2276,0,0,0,0,0,24
607200,2731,28,2023-04-01,2023-10-30,1,0,0,0,0,2731,0,0,0,0,0,28,0
608650,2859,30,2024-03-23,2024-10-09,1,0,0,0,0,0,2859,0,0,0,0,0,30
616613,10,1,2020-05-13,2020-05-13,1,0,10,0,0,0,0,0,1,0,0,0,0
620982,2858,29,2020-05-06,2020-10-27,1,0,2858,0,0,0,0,0,29,0,0,0,0
621141,2040,22,2021-04-04,2021-09-30,1,0,0,2040,0,0,0,0,0,22,0,0,0
621169,2686,37,2022-04-05,2022-11-08,1,0,0,0,2686,0,0,0,0,0,37,0,0
621245,2239,25,2019-03-26,2019-09-25,1,2239,0,0,0,0,0,25,0,0,0,0,0
622694,878,16,2024-08-08,2024-10-17,1,0,0,0,0,0,878,0,0,0,0,0,16
623167,2410,26,2020-05-07,2020-11-23,1,0,2410,0,0,0,0,0,26,0,0,0,0
623381,1144,13,2022-07-14,2023-10-04,2,0,0,0,512,632,0,0,0,0,6,7,0
623454,1983,23,2024-05-17,2024-09-30,1,0,0,0,0,0,1983,0,0,0,0,0,23
628333,8912,91,2020-05-05,2022-10-19,3,0,3192,3255,2465,0,0,0,32,32,27,0,0
